레벨,단어,품사,뜻,유의어,반대말,예문,해석
고1-3,society,n.,사회,community,,Modern society moves very fast.,현대 사회는 매우 빠르게 움직인다.
고1-3,soil,n.,"흙, 토양",,,Plants need good soil.,식물은 좋은 흙이 필요하다.
고1-3,soil,n.,"흙, 토양",,,The soil here is dry.,여기 토양은 건조하다.
고1-3,soil,n.,"흙, 토양",,,She dug into the soil.,그녀는 흙을 팠다.
고1-3,soldier,n.,"군인, 병사",,,The soldier stood at the gate.,군인이 정문에 서 있었다.
고1-3,soldier,n.,"군인, 병사",,,Soldiers train every day.,군인들은 매일 훈련한다.
고1-3,soldier,n.,"군인, 병사",,,He became a soldier at twenty.,그는 스무 살에 군인이 되었다.
고1-3,solid,adj.,고체의,,"gas, liquid, liquid, gas",Ice is solid water.,얼음은 고체 상태의 물이다.
고1-3,solid,adj.,고체의,,"gas, liquid, liquid, gas",Water becomes solid below zero.,물은 영하에서 고체가 된다.
고1-3,solid,adj.,"단단한, 확실한",firm,"gas, liquid, liquid, gas",The wall is solid stone.,그 벽은 단단한 돌이다.
고1-3,solid,adj.,"단단한, 확실한",firm,"gas, liquid, liquid, gas",We need solid evidence.,우리는 확실한 증거가 필요하다.
고1-3,solve,v.,"풀다, 해결하다","work out, figure out",,Can you solve this puzzle?,이 퍼즐을 풀 수 있니?
고1-3,solve,v.,"풀다, 해결하다","work out, figure out",,We solved the problem in ten minutes.,우리는 10분 만에 그 문제를 풀었다.
고1-3,solve,v.,"풀다, 해결하다","work out, figure out",,Talking can solve many problems.,대화는 많은 문제를 해결할 수 있다.
고1-3,somewhat,adv.,"다소, 어느 정도",rather,,The answer is somewhat unclear.,그 답은 다소 불분명하다.
고1-3,somewhat,adv.,"다소, 어느 정도",rather,,She looked somewhat tired.,그녀는 다소 피곤해 보였다.
고1-3,somewhat,adv.,"다소, 어느 정도",rather,,Prices rose somewhat this year.,올해 물가가 다소 올랐다.
고1-3,soon,adv.,"곧, 빨리",shortly,,She will arrive soon.,그녀는 곧 도착할 것이다.
고1-3,soon,adv.,"곧, 빨리",shortly,,Come back as soon as you can.,가능한 한 빨리 돌아와라.
고1-3,soon,adv.,"곧, 빨리",shortly,,Winter will come soon.,겨울이 곧 올 것이다.
고1-3,sore,adj.,"아픈, 쓰린",painful,,My throat is sore.,목이 아프다.
고1-3,sore,adj.,"아픈, 쓰린",painful,,His legs were sore after the run.,달린 뒤 그의 다리가 쑤셨다.
고1-3,sore,adj.,"아픈, 쓰린",painful,,She has a sore shoulder.,그녀는 어깨가 결린다.
고1-3,sort,n.,"종류, 부류",kind,,What sort of music do you like?,어떤 종류의 음악을 좋아하니?
고1-3,sort,n.,"종류, 부류",kind,,This sort of problem is common.,이런 종류의 문제는 흔하다.
고1-3,sort,n.,"종류, 부류",kind,,He is a kind sort of person.,그는 친절한 부류의 사람이다.
고1-3,soul,n.,"영혼, 마음",spirit,"body, body",Music touches the soul.,음악은 영혼을 어루만진다.
고1-3,soul,n.,"영혼, 마음",spirit,"body, body",Not a soul was in the street.,거리에 사람 하나 없었다.
고1-3,soul,n.,"영혼, 마음",spirit,"body, body",She put her soul into the work.,그녀는 그 일에 온 마음을 쏟았다.
고1-3,sour,adj.,"신, 시큼한",,,This lemon is very sour.,이 레몬은 아주 시다.
고1-3,sour,adj.,"신, 시큼한",,,The milk turned sour.,우유가 상해서 시어졌다.
고1-3,sour,adj.,"신, 시큼한",,,She made a sour face.,그녀는 시큰둥한 표정을 지었다.
고1-3,source,n.,"원천, 근원","origin, root",,The sun is a source of energy.,태양은 에너지의 원천이다.
고1-3,source,n.,"원천, 근원","origin, root",,Stress is a source of many illnesses.,스트레스는 많은 질병의 근원이다.
고1-3,source,n.,"출처, 정보원",reference,,Always check your sources.,항상 출처를 확인해라.
고1-3,source,n.,"출처, 정보원",reference,,The news came from a reliable source.,그 소식은 믿을 만한 출처에서 왔다.
고1-3,spare,adj.,여분의,extra,,Bring a spare pen.,여분의 펜을 가져와라.
고1-3,spare,adj.,여분의,extra,,We have a spare room.,우리는 남는 방이 하나 있다.
고1-3,spare,adj.,여분의,extra,,He has little spare time.,그는 여가 시간이 거의 없다.
고1-3,species,n.,종,,,This species is endangered.,이 종은 멸종 위기다.
고1-3,species,n.,종,,,Many species live in the forest.,많은 종이 숲에 산다.
고1-3,species,n.,종,,,A new species was found.,새로운 종이 발견되었다.
고1-3,specific,adj.,구체적인,"detailed, precise","general, general",Give me a specific example.,구체적인 예를 들어 줘.
고1-3,specific,adj.,구체적인,"detailed, precise","general, general",Can you be more specific?,좀 더 구체적으로 말해 줄 수 있니?
고1-3,specific,adj.,특정한,particular,"general, general",This medicine treats a specific disease.,이 약은 특정 질병을 치료한다.
고1-3,specific,adj.,특정한,particular,"general, general",Each student has a specific role.,각 학생은 특정한 역할이 있다.
고1-3,speech,n.,"연설, 말",talk,,She gave a speech at the festival.,그녀는 축제에서 연설했다.
고1-3,speech,n.,"연설, 말",talk,,His speech was short but powerful.,그의 연설은 짧지만 강력했다.
고1-3,speech,n.,"연설, 말",talk,,I am nervous about my speech.,나는 연설이 걱정된다.
고1-3,spell,v.,철자를 쓰다,,,How do you spell your name?,이름 철자가 어떻게 되나요?
고1-3,spell,v.,철자를 쓰다,,,She spelled the word correctly.,그녀는 그 단어의 철자를 바르게 썼다.
고1-3,spell,v.,철자를 쓰다,,,I always spell this word wrong.,나는 늘 이 단어의 철자를 틀린다.
고1-3,spend,v.,(시간을) 보내다,pass,"save, save",I spend two hours studying.,나는 공부하는 데 두 시간을 쓴다.
고1-3,spend,v.,(시간을) 보내다,pass,"save, save",We spent the weekend at home.,우리는 주말을 집에서 보냈다.
고1-3,spend,v.,(돈을) 쓰다,,"save, save",He spent all his money on books.,그는 돈을 전부 책에 썼다.
고1-3,spend,v.,(돈을) 쓰다,,"save, save",Do not spend too much on snacks.,간식에 너무 많이 쓰지 마라.
고1-3,spin,v.,"돌다, 회전하다",rotate,,The wheel spins fast.,바퀴가 빠르게 돈다.
고1-3,spin,v.,"돌다, 회전하다",rotate,,She spun around once.,그녀는 한 바퀴 돌았다.
고1-3,spin,v.,"돌다, 회전하다",rotate,,The earth is spinning.,지구는 자전하고 있다.
고1-3,spirit,n.,"정신, 영혼",soul,"body, body",The team showed great spirit.,그 팀은 대단한 정신력을 보였다.
고1-3,spirit,n.,"정신, 영혼",soul,"body, body",Her spirit never broke.,그녀의 정신은 결코 꺾이지 않았다.
고1-3,spirit,n.,"정신, 영혼",soul,"body, body",Spirit matters more than size.,정신이 몸집보다 중요하다.
고1-3,spoil,v.,"망치다, 상하다",ruin,,Rain spoiled the picnic.,비가 소풍을 망쳤다.
고1-3,spoil,v.,"망치다, 상하다",ruin,,The milk spoiled quickly.,우유가 빨리 상했다.
고1-3,spoil,v.,"망치다, 상하다",ruin,,Do not spoil the child.,아이를 버릇없게 키우지 마라.
고1-3,sponsor,n.,후원자,,,The team found a sponsor.,그 팀은 후원자를 찾았다.
고1-3,sponsor,n.,후원자,,,A sponsor paid for the trip.,후원자가 여행 비용을 냈다.
고1-3,sponsor,n.,후원자,,,She became our sponsor.,그녀가 우리 후원자가 되었다.
고1-3,spot,n.,"점, 장소",place,,There is a spot on my shirt.,내 셔츠에 얼룩이 있다.
고1-3,spot,n.,"점, 장소",place,,This is a good spot to rest.,여기는 쉬기 좋은 장소다.
고1-3,spot,n.,"점, 장소",place,,She found a quiet spot.,그녀는 조용한 자리를 찾았다.
고1-3,spray,v.,뿌리다,,,She sprayed water on the plants.,그녀는 식물에 물을 뿌렸다.
고1-3,spray,v.,뿌리다,,,Do not spray it on your face.,얼굴에 뿌리지 마라.
고1-3,spray,v.,뿌리다,,,He is spraying paint on the wall.,그는 벽에 페인트를 뿌리고 있다.
고1-3,spread,v.,"퍼지다, 확산되다","expand, scatter","collect, gather, gather, collect",The news spread quickly.,그 소식은 빠르게 퍼졌다.
고1-3,spread,v.,"퍼지다, 확산되다","expand, scatter","collect, gather, gather, collect",The fire spread to nearby houses.,불이 근처 집들로 번졌다.
고1-3,spread,v.,"펼치다, 바르다","open out, apply","collect, gather, gather, collect",She spread a map on the table.,그녀는 탁자 위에 지도를 펼쳤다.
고1-3,spread,v.,"펼치다, 바르다","open out, apply","collect, gather, gather, collect",Spread butter on the bread.,빵에 버터를 발라라.
고1-3,spy,n.,"간첩, 스파이",,,The story is about a spy.,그 이야기는 스파이에 관한 것이다.
고1-3,spy,n.,"간첩, 스파이",,,A spy passed the message.,스파이가 메시지를 전달했다.
고1-3,spy,n.,"간첩, 스파이",,,He worked as a spy.,그는 첩보원으로 일했다.
고1-3,square,n.,"정사각형, 광장",,,Draw a square here.,여기에 정사각형을 그려라.
고1-3,square,n.,"정사각형, 광장",,,We met in the town square.,우리는 마을 광장에서 만났다.
고1-3,square,n.,"정사각형, 광장",,,The square has four equal sides.,정사각형은 네 변이 같다.
고1-3,stable,adj.,안정된,"steady, secure",,Prices have been stable this year.,올해 물가는 안정적이었다.
고1-3,stable,adj.,안정된,"steady, secure",,He is in stable condition.,그는 상태가 안정적이다.
고1-3,stable,adj.,안정된,"steady, secure",,We need a stable internet connection.,우리는 안정적인 인터넷 연결이 필요하다.
고1-3,stage,n.,"무대, 단계",,,She stood on the stage.,그녀는 무대에 섰다.
고1-3,stage,n.,"무대, 단계",,,This is the first stage.,이것이 첫 단계다.
고1-3,stage,n.,"무대, 단계",,,The stage was brightly lit.,무대가 밝게 비춰졌다.
고1-3,stairs,n.,계단,steps,,Be careful on the stairs.,계단에서 조심해라.
고1-3,stairs,n.,계단,steps,,She ran up the stairs.,그녀는 계단을 뛰어 올라갔다.
고1-3,stairs,n.,계단,steps,,The stairs are very steep.,그 계단은 아주 가파르다.
고1-3,stamp,n.,"우표, 도장",,,Put a stamp on the letter.,편지에 우표를 붙여라.
고1-3,stamp,n.,"우표, 도장",,,He collects old stamps.,그는 옛 우표를 모은다.
고1-3,stamp,n.,"우표, 도장",,,The stamp shows a bird.,그 우표에는 새가 그려져 있다.
고1-3,standard,n.,"기준, 수준",,,The standard is very high.,그 기준은 아주 높다.
고1-3,standard,n.,"기준, 수준",,,We set a new standard.,우리는 새 기준을 세웠다.
고1-3,standard,n.,"기준, 수준",,,Her work meets the standard.,그녀의 작업은 기준에 맞는다.
고1-3,stare,v.,"빤히 보다, 응시하다",,,Do not stare at people.,사람을 빤히 쳐다보지 마라.
고1-3,stare,v.,"빤히 보다, 응시하다",,,She stared at the painting.,그녀는 그림을 응시했다.
고1-3,stare,v.,"빤히 보다, 응시하다",,,He is staring out the window.,그는 창밖을 응시하고 있다.
고1-3,state,n.,"상태, 국가",,,The house is in poor state.,그 집은 상태가 나쁘다.
고1-3,state,n.,"상태, 국가",,,Each state has its own law.,각 주는 고유한 법이 있다.
고1-3,state,n.,"상태, 국가",,,Her state of mind improved.,그녀의 마음 상태가 나아졌다.
고1-3,station,n.,"역, 정거장",,,Meet me at the subway station.,지하철역에서 만나자.
고1-3,station,n.,"역, 정거장",,,The station is crowded in the morning.,역은 아침에 붐빈다.
고1-3,station,n.,"역, 정거장",,,We got off at the next station.,우리는 다음 역에서 내렸다.
고1-3,steady,adj.,"꾸준한, 안정된",constant,,She made steady progress.,그녀는 꾸준히 발전했다.
고1-3,steady,adj.,"꾸준한, 안정된",constant,,Keep the ladder steady.,사다리를 안정되게 잡아라.
고1-3,steady,adj.,"꾸준한, 안정된",constant,,A steady rain fell all day.,하루 종일 꾸준히 비가 내렸다.
고1-3,steal,v.,훔치다,,,Someone stole my umbrella.,누군가 내 우산을 훔쳐 갔다.
고1-3,steal,v.,훔치다,,,Do not steal other people’s things.,남의 물건을 훔치지 마라.
고1-3,steal,v.,훔치다,,,The thief was stealing from the shop.,도둑이 가게에서 물건을 훔치고 있었다.
고1-3,steam,n.,"증기, 김",,,Steam rose from the pot.,냄비에서 김이 올랐다.
고1-3,steam,n.,"증기, 김",,,The engine runs on steam.,그 기관은 증기로 움직인다.
고1-3,steam,n.,"증기, 김",,,Steam fogged the mirror.,김이 거울을 흐리게 했다.
고1-3,steel,n.,강철,,,The bridge is made of steel.,그 다리는 강철로 만들어졌다.
고1-3,steel,n.,강철,,,Steel is stronger than iron.,강철은 철보다 강하다.
고1-3,steel,n.,강철,,,They produce steel here.,그들은 여기서 강철을 생산한다.
고1-3,step,n.,"걸음, 단계",stage,,Take one step forward.,한 걸음 앞으로 나오세요.
고1-3,step,n.,"걸음, 단계",stage,,The first step is the hardest.,첫 단계가 가장 어렵다.
고1-3,step,n.,"걸음, 단계",stage,,Follow these steps carefully.,이 단계들을 주의 깊게 따라 하세요.
고1-3,stick,n.,막대기,,,The dog carried a stick.,개가 막대기를 물고 갔다.
고1-3,stick,n.,막대기,,,She drew with a stick.,그녀는 막대기로 그렸다.
고1-3,stick,n.,막대기,,,Pick up that stick.,저 막대기를 주워라.
고1-3,still,adv.,"여전히, 아직",,,She is still waiting.,그녀는 아직 기다리고 있다.
고1-3,still,adv.,"여전히, 아직",,,It is still raining.,아직 비가 오고 있다.
고1-3,still,adv.,"여전히, 아직",,,He still lives here.,그는 여전히 여기 산다.
고1-3,stir,v.,"젓다, 휘젓다",mix,,Stir the soup slowly.,국을 천천히 저어라.
고1-3,stir,v.,"젓다, 휘젓다",mix,,She stirred sugar into the tea.,그녀는 차에 설탕을 저어 넣었다.
고1-3,stir,v.,"젓다, 휘젓다",mix,,He is stirring the pot.,그는 냄비를 젓고 있다.
고1-3,stock,n.,"재고, 주식",,,The item is out of stock.,그 물건은 품절이다.
고1-3,stock,n.,"재고, 주식",,,He bought stock in the company.,그는 그 회사 주식을 샀다.
고1-3,stock,n.,"재고, 주식",,,We keep a stock of rice.,우리는 쌀을 비축해 둔다.
고1-3,stomach,n.,"위, 배",belly,,My stomach hurts.,배가 아프다.
고1-3,stomach,n.,"위, 배",belly,,Do not swim on a full stomach.,배부를 때 수영하지 마라.
고1-3,stomach,n.,"위, 배",belly,,The stomach digests food.,위는 음식을 소화한다.
고1-3,storm,n.,"폭풍, 폭풍우",,,The storm broke many trees.,폭풍이 많은 나무를 쓰러뜨렸다.
고1-3,storm,n.,"폭풍, 폭풍우",,,We stayed inside during the storm.,우리는 폭풍이 부는 동안 안에 있었다.
고1-3,storm,n.,"폭풍, 폭풍우",,,A big storm is coming tonight.,오늘 밤 큰 폭풍이 온다.
고1-3,straight,"adj., adv.","곧은, 곧장",direct,,Go straight and turn left.,곧장 가다가 왼쪽으로 도세요.
고1-3,straight,"adj., adv.","곧은, 곧장",direct,,Draw a straight line here.,여기에 직선을 그으세요.
고1-3,straight,"adj., adv.","곧은, 곧장",direct,,He went straight home after school.,그는 방과 후 곧장 집에 갔다.
고1-3,strange,adj.,이상한,"odd, weird","familiar, familiar",I heard a strange sound.,나는 이상한 소리를 들었다.
