레벨,갈래,표제어,한자,한자 확인,분류,뜻,예문,현대어 풀이,출처
고1-4,수능 어휘,굴절,屈折,확인,과학·기술,휘어서 꺾임.,말이 전달되다 보면 굴절이 생기기 마련이다.,,표준국어대사전
고1-4,수능 어휘,굴절,屈折,확인,과학·기술,휘어서 꺾임.,봉무제 씨의 죽음이 가져다준 충격은 곧장 내 의식 속에서 한 차례의 굴절을 겪었다.,,표준국어대사전
고1-4,수능 어휘,굴절,屈折,확인,과학·기술,휘어서 꺾임.,김범우는 아버지가 염상진을 마치 자식 이름 부르듯 하는 것을 듣자 가슴이 먹먹해 오는 감정의 굴절을 느꼈다.,,표준국어대사전
고1-4,수능 어휘,기화,氣化,확인,물리,액체가 기체로 변함. 또는 그런 현상.,"냉매는 냉동기 등에서 그 속을 순환하면서 기화, 액화를 되풀이하여 주위로부터 열을 빼앗아 온도를 낮게 하는 기체 물질을 말한다.",,표준국어대사전
고1-4,수능 어휘,내성,耐性,확인,과학·기술,약물의 반복 복용에 의해 약효가 저하하는 현상.,이 약은 내성이 생기기 쉬우므로 자주 복용하는 것은 좋지 않다.,,표준국어대사전
고1-4,수능 어휘,내성,耐性,확인,과학·기술,약물의 반복 복용에 의해 약효가 저하하는 현상.,내성이 생기다.,,표준국어대사전
고1-4,수능 어휘,농도,濃度,확인,과학·기술,용액 따위의 진함과 묽음의 정도.,농도 짙은 액체.,,표준국어대사전
고1-4,수능 어휘,농도,濃度,확인,과학·기술,용액 따위의 진함과 묽음의 정도.,그는 커피를 진하게 내린 뒤 물로 농도를 조절했다.,,표준국어대사전
고1-4,수능 어휘,농도,濃度,확인,과학·기술,용액 따위의 진함과 묽음의 정도.,농도 짙은 농담.,,표준국어대사전
고1-4,수능 어휘,농도,濃度,확인,과학·기술,용액 따위의 진함과 묽음의 정도.,사랑의 농도라는 건 꼭 사귀는 시간과 비례하는 건 아니라고 생각하는데….,,표준국어대사전
고1-4,수능 어휘,대류,對流,확인,물리,"기체나 액체에서, 물질이 이동함으로써 열이 전달되는 현상. 기체나 액체가 부분적으로 가열되면 가열된 부분이 팽창하면서 밀도가 작아져 위로 올라가고, 위에 있던 밀도가 큰 부분은 내려오게 되는데, 이런 과정이 되풀이되면서 기체나 액체의 전체가 고르게 가열된다.",날씨가 좋은 날은 상층과 하층의 온도 차이가 크므로 공기의 대류 운동이 활발하다.,,우리말샘
고1-4,수능 어휘,대류,對流,확인,물리,"기체나 액체에서, 물질이 이동함으로써 열이 전달되는 현상. 기체나 액체가 부분적으로 가열되면 가열된 부분이 팽창하면서 밀도가 작아져 위로 올라가고, 위에 있던 밀도가 큰 부분은 내려오게 되는데, 이런 과정이 되풀이되면서 기체나 액체의 전체가 고르게 가열된다.",이 결손 질량은 에너지로 방출되고 대류에 의해 태양의 표면까지 운반된 다음 빛과 열로 발산된다.,,우리말샘
고1-4,수능 어휘,대류,對流,확인,물리,"기체나 액체에서, 물질이 이동함으로써 열이 전달되는 현상. 기체나 액체가 부분적으로 가열되면 가열된 부분이 팽창하면서 밀도가 작아져 위로 올라가고, 위에 있던 밀도가 큰 부분은 내려오게 되는데, 이런 과정이 되풀이되면서 기체나 액체의 전체가 고르게 가열된다.",대기 가열로 생긴 상승 기류 때문에 내륙 산간 지방에는 오후 한때 대류성 소나기가 오는 곳이 있겠다.,,우리말샘
고1-4,수능 어휘,대류,對流,확인,물리,"기체나 액체에서, 물질이 이동함으로써 열이 전달되는 현상. 기체나 액체가 부분적으로 가열되면 가열된 부분이 팽창하면서 밀도가 작아져 위로 올라가고, 위에 있던 밀도가 큰 부분은 내려오게 되는데, 이런 과정이 되풀이되면서 기체나 액체의 전체가 고르게 가열된다.",안방의 기온은 따뜻하고 욕실 안쪽의 온도가 차가우면 욕실의 찬 기운이 대류 작용을 일으켜 안방에 바람을 만든다.,,우리말샘
고1-4,수능 어휘,매질,媒質,확인,기계,"어떤 파동 또는 물리적 작용을 한곳에서 다른 곳으로 옮겨 주는 매개물. 음파를 전달하는 공기, 탄성파를 전달하는 탄성체 따위가 있다.",노 순경이 매질의 강도를 늦추며 물었다.,,우리말샘
고1-4,수능 어휘,매질,媒質,확인,기계,"어떤 파동 또는 물리적 작용을 한곳에서 다른 곳으로 옮겨 주는 매개물. 음파를 전달하는 공기, 탄성파를 전달하는 탄성체 따위가 있다.",앙칼스러운 광자의 고함 소리가 몇 번 울리더니 이내 턱 터억 매질 소리가 수선스럽다.,,우리말샘
고1-4,수능 어휘,매질,媒質,확인,기계,"어떤 파동 또는 물리적 작용을 한곳에서 다른 곳으로 옮겨 주는 매개물. 음파를 전달하는 공기, 탄성파를 전달하는 탄성체 따위가 있다.",금부 와장이 한동안 매질을 하고 나서 하전을 들여다보니 하전의 사지는 빳빳하게 구드러졌다.,,우리말샘
고1-4,수능 어휘,매질,媒質,확인,기계,"어떤 파동 또는 물리적 작용을 한곳에서 다른 곳으로 옮겨 주는 매개물. 음파를 전달하는 공기, 탄성파를 전달하는 탄성체 따위가 있다.",액정 레이저는 레이저의 매질로 액정을 사용하는 장치로 가공성이 뛰어나고 소형으로 만들 수 있는 장점이 있다.,,우리말샘
고1-4,수능 어휘,반감기,半減期,확인,물리,"방사성 원소나 소립자가 붕괴 또는 다른 원소로 변할 경우, 그 원소의 원자 수가 최초의 반으로 줄 때까지 걸리는 시간. 악티늄 217은 100분의 1.8초, 우라늄 238은 45억 년이 소요된다.",과불화 화합물의 일종인 피에프오에이와 피에프오에스의 경우 인체에 대한 반감기(생체 내에서 그 양이 반으로 줄어드는 데 걸리는 시간)는 3.8~5.4년 정도로 알려져 있다.,,우리말샘
고1-4,수능 어휘,반사,反射,확인,물리,일정한 방향으로 나아가던 파동이 다른 물체의 표면에 부딪쳐서 나아가던 방향을 반대로 바꾸는 현상.,"불빛의 반사 때문에, 작은 거울은 오히려 빛이 쏟아져 들어오는 구멍처럼 보인다.",,표준국어대사전
고1-4,수능 어휘,반사,反射,확인,물리,일정한 방향으로 나아가던 파동이 다른 물체의 표면에 부딪쳐서 나아가던 방향을 반대로 바꾸는 현상.,신생아의 반사 행동.,,표준국어대사전
고1-4,수능 어휘,반사,反射,확인,물리,일정한 방향으로 나아가던 파동이 다른 물체의 표면에 부딪쳐서 나아가던 방향을 반대로 바꾸는 현상.,빛의 반사.,,표준국어대사전
고1-4,수능 어휘,발효,醱酵,확인,화학,"효모나 세균 따위의 미생물이 유기 화합물을 분해하여 알코올류, 유기산류, 이산화 탄소 따위를 생기게 하는 작용. 좁은 뜻으로는 산소가 없는 상태에서 미생물이 탄수화물을 분해하여 에너지를 얻는 작용을 이른다. 술, 된장, 간장, 치즈 따위를 만드는 데에 쓴다.",일단 발효가 끝난 젓국을 걸러 내어 솥에 끓이고 위에 뜬 거품을 걷어 내고서 맑은장국을 독에 담아서….,,표준국어대사전
고1-4,수능 어휘,발효,醱酵,확인,화학,"효모나 세균 따위의 미생물이 유기 화합물을 분해하여 알코올류, 유기산류, 이산화 탄소 따위를 생기게 하는 작용. 좁은 뜻으로는 산소가 없는 상태에서 미생물이 탄수화물을 분해하여 에너지를 얻는 작용을 이른다. 술, 된장, 간장, 치즈 따위를 만드는 데에 쓴다.",발효 식품.,,표준국어대사전
고1-4,수능 어휘,복사,輻射,확인,물리,물체로부터 열이나 전자기파가 사방으로 방출됨. 또는 그 열이나 전자기파.,어느덧 해는 지고 복사만 하늘에 남았다.,,표준국어대사전
고1-4,수능 어휘,분자,分子,확인,과학·기술,어떤 특성을 가진 인간 개체. 흔히 부정적인 관점에서 이르는 말이다.,매수당하기 쉬운 분자들은 평소에 돈을 좋아하는 사람들이다.,,표준국어대사전
고1-4,수능 어휘,분자,分子,확인,과학·기술,어떤 특성을 가진 인간 개체. 흔히 부정적인 관점에서 이르는 말이다.,불온 분자.,,표준국어대사전
고1-4,수능 어휘,분자,分子,확인,과학·기술,어떤 특성을 가진 인간 개체. 흔히 부정적인 관점에서 이르는 말이다.,반란 분자.,,표준국어대사전
고1-4,수능 어휘,분자,分子,확인,과학·기술,어떤 특성을 가진 인간 개체. 흔히 부정적인 관점에서 이르는 말이다.,원자와 분자.,,표준국어대사전
고1-4,수능 어휘,삼투,滲透,확인,물리,"농도가 다른 두 액체를 반투막으로 막아 놓았을 때에, 농도가 낮은 쪽에서 농도가 높은 쪽으로 용매가 옮겨 가는 현상. 용매가 스며든 결과 두 액체의 농도는 서로 같게 된다.",피로감이 살갗의 모든 세포로 삼투되고 두뇌에 산소가 부족해서….,,우리말샘
고1-4,수능 어휘,삼투,滲透,확인,물리,"농도가 다른 두 액체를 반투막으로 막아 놓았을 때에, 농도가 낮은 쪽에서 농도가 높은 쪽으로 용매가 옮겨 가는 현상. 용매가 스며든 결과 두 액체의 농도는 서로 같게 된다.",이런 고삼투압성 내용물은 내관으로 수분을 끌어당기고 장 운동을 자극한다.,,우리말샘
고1-4,수능 어휘,삼투,滲透,확인,물리,"농도가 다른 두 액체를 반투막으로 막아 놓았을 때에, 농도가 낮은 쪽에서 농도가 높은 쪽으로 용매가 옮겨 가는 현상. 용매가 스며든 결과 두 액체의 농도는 서로 같게 된다.",그곳에 모인 사람들의 정신은 무서운 힘을 발휘하는 그의 기운에 삼투되고 있는 듯했다.,,우리말샘
고1-4,수능 어휘,삼투,滲透,확인,물리,"농도가 다른 두 액체를 반투막으로 막아 놓았을 때에, 농도가 낮은 쪽에서 농도가 높은 쪽으로 용매가 옮겨 가는 현상. 용매가 스며든 결과 두 액체의 농도는 서로 같게 된다.",즉 우리 몸보다 더 고삼투압 물질이 장에 들어 있다면 우리 몸에서 수분이 장 쪽으로 더 나온다는 얘기다.,,우리말샘
고2-1,사자성어,부창부수,夫唱婦隨,확인,,남편이 이끌고 아내가 따름 (부부 화합),부창부수하며 단란한 가정을 이루다.,,
고2-1,사자성어,불치하문,不恥下問,확인,,아랫사람에게 묻는 것을 부끄럽게 여기지 않음,불치하문의 자세로 겸손하게 지식을 배우다.,,
고2-1,사자성어,붕정만리,鵬程萬里,확인,,앞날이 매우 밝고 아득히 멂,젊은이들의 앞날에 붕정만리의 축복을 전하다.,,
고2-1,사자성어,비분강개,悲憤慷慨,확인,,슬프고 분하여 마음이 북받쳐 옴,나라의 주권을 빼앗기자 비분강개하여 의병을 일으키다.,,
고2-1,사자성어,사통팔달,四通八達,확인,,사방으로 길이 막힘없이 통함,교통이 사통팔달로 발달한 요충지.,,
고2-1,사자성어,선공후사,先公後私,확인,,공적인 일을 먼저 하고 사적인 일을 나중에 함,선공후사의 정신으로 직무에 임하다.,,
고2-1,사자성어,세월여류,歲月如流,확인,,세월이 물처럼 빠르고 흐르듯 지나감,세월여류라 하더니 어느덧 1년이 지났다.,,
고2-1,사자성어,수구초심,首丘初心,확인,,여우가 죽을 때 고향 쪽으로 머리를 둠 (고향 그리움),노년에 고향으로 돌아가고자 하는 수구초심.,,
고2-1,사자성어,수복강녕,壽福康寧,확인,,오래 살고 복되며 건강하고 평안함,어르신의 수복강녕을 기원하다.,,
고2-1,사자성어,수어지교,水魚之交,확인,,물과 물고기처럼 떼려야 뗄 수 없는 친밀함,군신 간의 두터운 신뢰와 수어지교.,,
고2-1,사자성어,시정잡배,市井雜輩,확인,,시골이나 저자의 저속하고 무례한 무리,시정잡배들의 행패에 분노하는 주인공.,,
고2-1,사자성어,심심상인,心心相印,확인,,말하지 않아도 마음에서 마음으로 통함,오랜 친구 사이의 심심상인하는 교감.,,
고2-1,개념어,사실주의 (리얼리즘),,,문학,현실의 모순과 사회적 실상을 있는 그대로 객관적·구체적으로 묘사하는 사조,일제강점기 민중의 비참한 삶이나 도시 하층민의 고단함을 사실적으로 묘사함.,,
고2-1,개념어,모더니즘,,,문학,"전통적 문학 양식을 거부하고 도시적 감각, 내면 의식, 비유의 파격을 추구함","이상, 김기림 등의 시처럼 도시 문명과 내면의 분열을 감각 기법으로 표현.",,
고2-1,개념어,초현실주의,,,문학,"꿈, 무의식, 암시의 세계를 논리적 통제 없이 기이하게 표현하는 문학 기법",의식의 통제를 벗어난 환각 상태나 무의식의 흐름을 자유롭게 서술함.,,
고2-1,개념어,자연주의,,,문학,인간을 과학적·생물학적 법칙과 환경 및 유전에 지배받는 존재로 보는 사조,"인간의 본능적 욕망, 비참한 하층민의 삶을 냉혹할 정도로 정밀하게 관찰함.",,
고2-1,개념어,초자연적 요소,,,문학,"현실의 과학적 법칙을 벗어나는 비현실적이고 신비로운 요소 (도술, 환생 등)",고전소설에서 주인공이 도술을 부려 적군을 물리치거나 도사가 나타나 돕는 설정.,,
